etl_dt,bank_code,data_dt,bank_nm,mortgage_cnt,mortgage_bal,decorator_hse_cnt,decorator_hse_bal,ln_car_cnt,ln_car_bal,ln_worker_cnt,ln_worker_bal,other_cl_cnt,other_cl_bal
2013-11-26 22:30:08.541736,078       ,2006-02-01 00:00:00,新加坡商星展銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.544119,092       ,2006-02-01 00:00:00,瑞士商瑞士銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.546253,108       ,2006-02-01 00:00:00,陽信商業銀行,21665.0,41917000000.0,4402.0,7399000000.0,4.0,2000000.0,0.0,0.0,29706.0,6770000000.0
2013-11-26 22:30:08.550454,178       ,2006-02-01 00:00:00,嘉義市第三信用合作社,927.0,1262000000.0,737.0,1807000000.0,0.0,0.0,0.0,0.0,902.0,466000000.0
2013-11-26 22:30:08.552467,815       ,2006-02-01 00:00:00,日盛國際商業銀行,31036.0,49360000000.0,6216.0,12241000000.0,58490.0,22555000000.0,0.0,0.0,137827.0,22743000000.0
2013-11-26 22:30:08.554643,098       ,2006-02-01 00:00:00,日商三菱東京日聯銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.556643,007       ,2006-02-01 00:00:00,第一商業銀行,72510.0,185624000000,31514.0,54052000000.0,14551.0,3385000000.0,20175.0,7543000000.0,33485.0,10402000000.0
2013-11-26 22:30:08.55873,N007      ,2006-02-01 00:00:00,荷商安銀銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000.0
2013-11-26 22:30:08.562671,325       ,2006-02-01 00:00:00,香港上海匯豐銀行,18623.0,62837000000.0,23.0,3000000.0,0.0,0.0,0.0,0.0,46263.0,19917000000.0
2013-11-26 22:30:08.564548,814       ,2006-02-01 00:00:00,大眾商業銀行,23448.0,57220000000.0,364.0,363000000.0,0.0,0.0,0.0,0.0,293342.0,22522000000.0
2013-11-26 22:30:08.566785,N008      ,2006-02-01 00:00:00,台北縣淡水信用合作社,1699.0,3850000000.0,746.0,1125000000.0,0.0,0.0,0.0,0.0,301.0,828000000.0
2013-11-26 22:30:08.569193,101       ,2006-02-01 00:00:00,台北市第一信用合作社,3654.0,8989000000.0,3428.0,3842000000.0,0.0,0.0,0.0,0.0,2732.0,878000000.0
2013-11-26 22:30:08.571329,022       ,2006-02-01 00:00:00,美商美國銀行,1.0,9000000.0,0.0,0.0,0.0,0.0,17.0,3000000.0,0.0,0.0
2013-11-26 22:30:08.573343,048       ,2006-02-01 00:00:00,臺灣工業銀行,5.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.577504,N009      ,2006-02-01 00:00:00,合作金庫銀行,167612.0,274495000000,55567.0,74747000000.0,36.0,6000000.0,123148.0,46099000000.0,24888.0,10157000000.0
2013-11-26 22:30:08.579472,N010      ,2006-02-01 00:00:00,美商美國紐約銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.581461,030       ,2006-02-01 00:00:00,美商道富銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.583423,N011      ,2006-02-01 00:00:00,澎湖縣第二信用合作社,573.0,890000000.0,84.0,74000000.0,12.0,9000000.0,0.0,0.0,942.0,370000000.0
2013-11-26 22:30:08.586136,803       ,2006-02-01 00:00:00,聯邦商業銀行,36063.0,64921000000.0,11855.0,21837000000.0,49509.0,15562000000.0,258.0,58000000.0,369238.0,13051000000.0
2013-11-26 22:30:08.588393,114       ,2006-02-01 00:00:00,基隆市第一信用合作社,5334.0,7476000000.0,1178.0,867000000.0,0.0,0.0,0.0,0.0,5260.0,2675000000.0
2013-11-26 22:30:08.59069,N012      ,2006-02-01 00:00:00,法國東方匯理銀行,10.0,40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.592617,N013      ,2006-02-01 00:00:00,英商巴克萊銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.59465,052       ,2006-02-01 00:00:00,新竹國際商業銀行,38104.0,75847000000.0,11172.0,16362000000.0,394.0,104000000.0,2.0,1000000.0,220175.0,58132000000.0
2013-11-26 22:30:08.596631,090       ,2006-02-01 00:00:00,加拿大商豐業銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.599117,013       ,2006-02-01 00:00:00,國泰世華商業銀行,135194.0,242659000000,7144.0,10417000000.0,40249.0,3657000000.0,0.0,0.0,342143.0,30707000000.0
2013-11-26 22:30:08.601307,095       ,2006-02-01 00:00:00,美商美聯銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.603324,015       ,2006-02-01 00:00:00,中國輸出入銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.605321,N014      ,2006-02-01 00:00:00,新竹市第三信用合作社,2686.0,5397000000.0,344.0,273000000.0,0.0,0.0,0.0,0.0,1940.0,612000000.0
2013-11-26 22:30:08.609692,072       ,2006-02-01 00:00:00,德商德意志銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
