2501	2101							
2502	2102							
2503	2103							
2505	2104							
2506	2105							
2507	2106							
2509	2109							
2611	2211							
2612	2212							
2613	2213							
2614	2214							
2615	2215							
2619	2219							
2621	2221							
2622	2222							
2623	2223							
2629	2229							
2631	2231							
2632	2232							
2633	2233							
2640	2240							
2650	2250							
2691	2291							
2692	2292							
2693	2293							
2694	2294							
2699	2299							
2711	2311							
2713	2312							
2712	2313							
2717	2314							
2718	2315							
2715	2319,2431						
2721	2321							
2722	2322							
2723	2323,2411						
2731	2331							
2732	2332							
2733	2333,2411						
2790	2341,2342,2343,2390				
2714	2411							
2851	2412							
2810	2420							
2830	2432							
2841	2432,2499						
2893	2441,2442						
2842	2442,2499						
2716	2451							
2852	2451							
2853	2452							
2891	2491							
2892	2492							
2894	2493							
2895	2494							
2899	2499							
2911	2511							
2912	2512							
2919	2512							
2920	2520							
2931	2531							
2932	2532							
2933	2533							
2934	2534							
2939	2539							
2942	2541							
2941	2542							
2947	2543							
2945	2544							
2946	2545							
2943	2546							
2944	2547							
2949	2548,2549						
2951	2551							
2952	2552							
2960	2560							
2970	2570							
2981	2581,2599						
2982	2582							
2983	2583							
2948	2584							
2953	2585							
2820	2592							
2990	2599							
3141	2611							
3143	2612							
3144	2613							
3145	2614							
3149	2619							
3161	2621							
3169	2621,2622						
3162	2622							
3151	2631							
3153	2632							
3152	2632							
3159	2639							
3142	2640							
3172	2710							
3174	2720							
3171	2791							
3173	2792							
3179	2799,2730						
3111	2811							
3112	2812							
3121	2821							
3122	2822							
3123	2823,2591						
3124	2824							
3129	2829							
3131	2831							
3132	2832							
3180	2840							
3190	2890							
3211	2911							
3212	2912							
3213	2913							
3221	2921							
3222	2922							
3231	2931							
3232	2932							
3241	2941							
3242	2942							
3251	2951							
3252	2952							
3261	2961							
3262	2962							
3290	2990							
3311	3011							
3312	3019							
3319	3019,3029						
3390	3019							
3313	3021							
3314	3022							
3330	3030							
3320	3040							
3911	3111							
3912	3112							
3913	3113							
3914	3114							
3991	3191							
3993	3192							
3992	3199							
3999	3199							
4100	3300							
4200	3400							
4300	3500							
4400	3600							
4501	3801							
4502	3802							
4503	3803							
4504	3804							
4601	3901							
4602	3902							
4701	4001							
4702	4002							
4703	4003							
4800	4100							
4900	4200							
5121	4411							
5122	4412							
5123	4412							
5124	4413							
5125	4414							
5126	4415							
5127	4416							
5129	4419							
5131	4421							
5132	4422							
5133	4423							
5134	4424							
5135	4425							
5139	4429							
5141	4431							
5142	4432							
5143	4433							
5144	4434							
5145	4435							
5149	4439							
5252	4441,4542						
5151	4442							
5152	4443							
5153	4444							
5280	4445							
5161	4449,4516						
5162	4449							
5169	4449							
5181	4451							
5381	4651							
5182	4452							
5173	4453							
5211	4461,4544						
5411	4661,4731						
5212	4462							
5264	NA							
5213	4463,4544						
5214	4464							
5220	4470							
5270	4480							
5231	4511							
5430	4512,4513,4514,4519,4719			
5232	4512							
5233	4512							
5234	4513							
5235	4514							
5171	4515							
5239	4519							
5179	4521,4522						
5379	4521,4522						
5172	4522							
5372	4522							
5241	4531							
5242	4539							
5249	4539							
5251	4541							
5459	4549,4739,4739					
5451	4641							
5254	4543,4544						
5453	4543,4544,4731					
5253	4545							
5452	4732							
5259	4549							
5261	4551							
5262	4552							
5263	4553							
5265	4554							
5110	4560							
7300	4570							
5291	4591							
5299	4592,4599						
5590	4599,4799						
5321	4611							
5322	4612							
5323	4613							
5324	4614							
5325	4615							
5329	4619							
5330	4620,5090,5199					
5341	4631							
5342	4632							
5343	4633							
5344	4634							
5345	4635							
5349	4639							
5351	4642							
5352	4643							
5353	4644							
5480	4645							
5361	4649,4719						
5369	NA							
5382	4652							
5373	4653							
5412	4662							
5464	NA							
5413	4663,4731						
5414	4664							
5420	4670							
5470	4680							
5371	4711							
5441	4721							
5449	4729							
5461	4741							
5462	4742							
5463	4743							
5465	4744							
5311	4751							
5312	4752							
5313	4753							
5314	4754							
5319	4759							
5510	4791							
8801	5011							
8802	5012							
8809	5090							
5711	5110							
5712	5110							
5713	5110							
5719	5110							
5791	5110							
5720	5120							
5792	5191							
5799	5199							
6111	5310							
6112	5320							
6113	5331							
6114	5332							
6115	5333							
6116	5340							
6119	5390							
6121	5410							
6122	5420							
6131	5510							
6132	5520,7990						
6140	5600							
6151	5710							
6152	5720							
6153	5730							
6154	5741							
6155	5742							
6156	5743							
6157	5750							
6123	5761,5769						
6158	5769							
6161	5770							
6169	5790,9309,9511					
6201	5801							
6202	5802							
6310	5910							
6162	5920							
6320	6000							
6511	6211							
6512	6212							
6513	6213							
6520	6220							
6530	6230							
6540	6240							
6550	6250							
6591	6291							
6592	6292							
6593	6293							
6594	6294							
6595	6295,6296						
6599	6299,9203						
6611	6311							
6612	6312							
6613	6313							
6614	6314							
6619	6319							
6621	6321							
6629	6329							
6710	6410							
6720	6420							
6730	6430							
6750	6440							
6740	6450							
6790	6490							
6811	6611							
6812	6612							
6820	6691							
7403	6699,7701,9203					
7811	6711							
7812	6712							
7813	6713							
7814	6714							
7819	6719							
7821	6721							
7822	6722							
7823	6723							
7829	6729							
7831	6731							
7832	6732							
7839	6739							
0125	7704							
7110	6911,6919						
7905	6912							
7120	6920							
7200	7000							
7703	7101,7000						
7701	7109,7102						
7702	7109							
7501	7201							
7504	7202,7209						
7502	7310							
7503	7321,7329						
7904	7322							
7401	7401							
7402	7402							
7409	7409,7403						
8221	7510							
8222	7520							
8223	7520							
8224	7530							
7601	7601							
7602	7602							
7609	7609							
8992	7702,9691						
7909	7703,7709,9209,9202				
8106	7705							
8215	7910							
8242	7910,8201,8202,8203				
8214	7920							
8212	7930							
8213	7940							
8211	7950							
8216	7960							
8218	7990							
8219	7990,8749						
8231	8110							
8232	8120							
8233	8191							
8234	8192							
8235	8193							
8239	8199							
8241	8201,8202,8203,8204,8209,9499		
8243	8201,8202,8209					
8249	8201,8204,8209					
8255	8201,8202,8203,8204,8209,8749,9410,9499
8999	8201,9640,9699					
8217	8800,8900						
8310	8410							
8320	8420							
8330	8430							
8391	8491							
8399	8492,8499						
8410	8510,8520						
8440	8510,8540						
8420	8520							
8430	8530							
8510	8610							
8520	8620							
8530	8630							
8701	8742,9009						
8705	8741							
8610	8710							
8620	8720,7703						
8630	8730,8750						
7901	8750,9201,9209					
8702	9001							
8703	9002							
8704	9003							
8706	9004							
8709	9009							
7403	9209,9203						
7902	9206							
7903	9202							
8104	9204							
8105	9205							
8101	9301							
8102	9302							
8103	9303							
8109	9309							
8291	9410							
8251	9421							
8252	9422							
8253	9423							
8254	9424							
8256	9491							
8299	9499,9499						
8912	9511							
8919	9512							
8922	9591							
8929	9591,9599						
8923	9592,9599						
8921	9599							
8924	9599							
8930	9610							
8991	9620							
8995	9630							
8911	9640							
8940	9650							
8993	9692							
8994	9693							
9111	9811							
9112	9812							
9120	9820							
9201	9901							
9202	9902							
9209	9909							
